data, bandwidth
feedback|1 6|10|2|2|1681469243.3597183|                                                                                         ,218773.80277098613
feedback|1 6|10|2|2|1681469243.3597183|                                                                                         ,315620.759553204
ask|1 6|TRANSFER v -> j 28|6|2|1681469243.3601236|                                                                              ,40302.59830343067
feedback|1 6|9|3|2|1681469243.3622236|                                                                                          ,21233.622528081
ask|1 6|TRANSFER v -> j 28|6|2|1681469243.3601236|                                                                              ,13120.974460493193
feedback|1 6|9|3|2|1681469243.3622236|                                                                                          ,13403.677834922853
decided|1 6|10|2|2|1681469243.3767843|                                                                                          ,333874.94527363183
decided|1 6|10|2|2|1681469243.3767843|                                                                                          ,215351.34857601282
feedback|3 3|11|2|2|1681469244.4898882|                                                                                         ,238503.29275877387
feedback|3 3|11|2|2|1681469244.4898882|                                                                                         ,209306.3984405458
ask|3 3|DEPOSIT z 36|3|2|1681469244.490389|                                                                                     ,41952.872704540125
ask|3 3|DEPOSIT z 36|3|2|1681469244.490389|                                                                                     ,33131.999012589484
feedback|3 3|10|1|2|1681469244.493373|                                                                                          ,39412.04757010718
feedback|3 3|10|1|2|1681469244.493373|                                                                                          ,45198.76342818656
decided|3 3|11|2|2|1681469244.505258|                                                                                           ,202287.4574227581
decided|3 3|11|2|2|1681469244.505258|                                                                                           ,306258.3639475185
ask|2 4|DEPOSIT m 21|4|2|1681469244.8059602|                                                                                    ,243368.50045330916
ask|2 4|DEPOSIT m 21|4|2|1681469244.8059602|                                                                                    ,195938.28905109488
feedback|2 4|12|1|2|1681469244.8120606|                                                                                         ,279765.9781136008
feedback|2 4|12|1|2|1681469244.8120606|                                                                                         ,187063.0355400697
decided|2 4|12|1|2|1681469244.813263|                                                                                           ,39025.289816093624
decided|2 4|12|1|2|1681469244.813263|                                                                                           ,24974.224868586316
feedback|2 4|11|3|2|1681469244.8185835|                                                                                         ,29045.169443843322
feedback|2 4|11|3|2|1681469244.8185835|                                                                                         ,33835.69118295834
feedback|3 4|12|2|2|1681469245.370549|                                                                                          ,237974.695035461
feedback|3 4|12|2|2|1681469245.370549|                                                                                          ,249128.03341067286
ask|3 4|DEPOSIT z 21|4|2|1681469245.3709435|                                                                                    ,38957.32617371744
ask|3 4|DEPOSIT z 21|4|2|1681469245.3709435|                                                                                    ,43538.31092368827
feedback|3 4|13|1|2|1681469245.3742115|                                                                                         ,49774.79250880772
feedback|3 4|13|1|2|1681469245.3742115|                                                                                         ,44391.50917810485
decided|3 4|13|1|2|1681469245.3843536|                                                                                          ,227970.66326963907
decided|3 4|13|1|2|1681469245.3843536|                                                                                          ,345699.23502897617
feedback|3 5|14|2|2|1681469245.6641457|                                                                                         ,160307.82681397433
feedback|3 5|14|2|2|1681469245.6641457|                                                                                         ,219668.94926350247
ask|3 5|TRANSFER z -> e 53|5|2|1681469245.6646552|                                                                              ,42564.88638706097
ask|3 5|TRANSFER z -> e 53|5|2|1681469245.6646552|                                                                              ,35448.72314295147
feedback|3 5|14|1|2|1681469245.6683123|                                                                                         ,61167.92890509286
feedback|3 5|14|1|2|1681469245.6683123|                                                                                         ,46333.901096055924
decided|3 5|14|1|2|1681469245.6774178|                                                                                          ,266967.1367478866
decided|3 5|14|1|2|1681469245.6774178|                                                                                          ,241290.2975280899
ask|2 5|TRANSFER m -> a 14|5|2|1681469247.761049|                                                                               ,210868.3864886096
ask|2 5|TRANSFER m -> a 14|5|2|1681469247.761049|                                                                               ,186413.51111111112
feedback|2 5|15|1|2|1681469247.7671754|                                                                                         ,232009.9014693172
feedback|2 5|15|1|2|1681469247.7671754|                                                                                         ,198180.476928756
decided|2 5|15|1|2|1681469247.7682521|                                                                                          ,39397.58655610186
decided|2 5|15|1|2|1681469247.7682521|                                                                                          ,46603.37777777778
feedback|2 5|13|3|2|1681469247.7727447|                                                                                         ,21498.054378729026
feedback|2 5|13|3|2|1681469247.7727447|                                                                                         ,24744.01585472646
ask|2 6|TRANSFER b -> a 3|6|2|1681469247.8401566|                                                                               ,215437.76565008025
ask|2 6|TRANSFER b -> a 3|6|2|1681469247.8401566|                                                                               ,252883.14272256242
feedback|2 6|16|3|2|1681469247.8460045|                                                                                         ,302974.5553047404
feedback|2 6|16|3|2|1681469247.8460045|                                                                                         ,212706.38351822505
decided|2 6|16|1|2|1681469247.8486018|                                                                                          ,60615.43547476572
decided|2 6|16|1|2|1681469247.8486018|                                                                                          ,68583.4072560041
feedback|2 6|16|1|2|1681469247.8536587|                                                                                         ,31571.356189356073
feedback|2 6|16|1|2|1681469247.8536587|                                                                                         ,34993.54138964933
feedback|1 7|15|2|2|1681469248.6687498|                                                                                         ,229923.3027837259
feedback|1 7|15|2|2|1681469248.6687498|                                                                                         ,268838.71407110663
ask|1 7|TRANSFER d -> q 46|7|2|1681469248.6692388|                                                                              ,40011.246981666416
ask|1 7|TRANSFER d -> q 46|7|2|1681469248.6692388|                                                                              ,35039.218900926775
feedback|1 7|17|3|2|1681469248.6726813|                                                                                         ,37228.4107898204
feedback|1 7|17|3|2|1681469248.6726813|                                                                                         ,30483.245060186237
decided|1 7|17|3|2|1681469248.6847014|                                                                                          ,215784.12861736334
decided|1 7|17|3|2|1681469248.6847014|                                                                                          ,309792.7939988459
feedback|1 8|18|2|2|1681469248.721578|                                                                                          ,138977.71472948487
feedback|1 8|18|2|2|1681469248.721578|                                                                                          ,160691.68272972165
ask|1 8|DEPOSIT r 54|8|2|1681469248.7222235|                                                                                    ,38113.794689762886
ask|1 8|DEPOSIT r 54|8|2|1681469248.7222235|                                                                                    ,32928.78508341511
feedback|1 8|18|3|2|1681469248.7258444|                                                                                         ,39510.664704150724
feedback|1 8|18|3|2|1681469248.7258444|                                                                                         ,25730.69312245387
decided|1 8|18|2|2|1681469248.7338274|                                                                                          ,211616.44146629877
decided|1 8|18|2|2|1681469248.7338274|                                                                                          ,238185.85270629992
feedback|1 9|19|2|2|1681469249.9183035|                                                                                         ,164482.50980392157
feedback|1 9|19|2|2|1681469249.9183035|                                                                                         ,275177.2998462327
ask|1 9|TRANSFER r -> m 27|9|2|1681469249.9189296|                                                                              ,32928.78508341511
feedback|1 9|19|3|2|1681469249.9210792|                                                                                         ,23005.13827827056
ask|1 9|TRANSFER r -> m 27|9|2|1681469249.9189296|                                                                              ,11998.724119435008
decided|1 9|19|2|2|1681469249.9314444|                                                                                          ,218062.92120227456
feedback|1 9|19|3|2|1681469249.9210792|                                                                                         ,12037.464394618833
decided|1 9|19|2|2|1681469249.9314444|                                                                                          ,34780.44260171029
feedback|1 10|20|2|2|1681469250.0830376|                                                                                        ,213213.22954725972
feedback|1 10|20|2|2|1681469250.0830376|                                                                                        ,300095.5349357183
ask|1 10|DEPOSIT b 93|10|2|1681469250.083417|                                                                                   ,39273.658522311634
ask|1 10|DEPOSIT b 93|10|2|1681469250.083417|                                                                                   ,13156.988408283298
feedback|1 10|20|3|2|1681469250.0860744|                                                                                        ,24367.779230210603
feedback|1 10|20|3|2|1681469250.0860744|                                                                                        ,14202.93417989418
decided|1 10|20|2|2|1681469250.0954666|                                                                                         ,106332.1275500099
decided|1 10|20|2|2|1681469250.0954666|                                                                                         ,132331.99704214936
ask|2 7|TRANSFER a -> o 4|7|2|1681469250.172159|                                                                                ,171579.07062959412
ask|2 7|TRANSFER a -> o 4|7|2|1681469250.172159|                                                                                ,219130.98448979593
feedback|2 7|21|3|2|1681469250.177821|                                                                                          ,301443.5216170691
feedback|2 7|21|3|2|1681469250.177821|                                                                                          ,178184.8363757053
decided|2 7|21|3|2|1681469250.1789598|                                                                                          ,65592.04789248625
decided|2 7|21|3|2|1681469250.1789598|                                                                                          ,39966.56830194298
feedback|2 7|17|1|2|1681469250.1837013|                                                                                         ,34447.92505614373
feedback|2 7|17|1|2|1681469250.1837013|                                                                                         ,32585.027433843166
feedback|1 11|21|2|2|1681469250.5947511|                                                                                        ,216218.65163109143
feedback|1 11|21|2|2|1681469250.5947511|                                                                                        ,303660.01809954754
ask|1 11|TRANSFER s -> y 19|11|2|1681469250.595133|                                                                             ,32676.257577601948
feedback|1 11|22|3|2|1681469250.5974262|                                                                                        ,19646.170893255756
ask|1 11|TRANSFER s -> y 19|11|2|1681469250.595133|                                                                             ,12598.75887639922
feedback|1 11|22|3|2|1681469250.5974262|                                                                                        ,13441.935703555333
decided|1 11|22|3|2|1681469250.6075401|                                                                                         ,202669.27595318988
decided|1 11|22|3|2|1681469250.6075401|                                                                                         ,64172.95147023667
feedback|3 6|23|2|2|1681469252.3571723|                                                                                         ,151273.85517047055
feedback|3 6|23|2|2|1681469252.3571723|                                                                                         ,179195.89853137516
ask|3 6|DEPOSIT w 24|6|2|1681469252.357773|                                                                                     ,29725.425613199714
ask|3 6|DEPOSIT w 24|6|2|1681469252.357773|                                                                                     ,35927.920230208125
feedback|3 6|22|1|2|1681469252.3613904|                                                                                         ,29500.022638606515
feedback|3 6|22|1|2|1681469252.3613904|                                                                                         ,32559.33725513979
decided|3 6|23|2|2|1681469252.3705218|                                                                                          ,146926.90530925014
decided|3 6|23|2|2|1681469252.3705218|                                                                                          ,235573.01974550242
feedback|1 12|24|2|2|1681469253.4906461|                                                                                        ,267632.5583250249
ask|1 12|TRANSFER s -> q 9|12|2|1681469253.4911878|                                                                             ,21274.00982723094
decided|1 12|24|2|2|1681469253.4986906|                                                                                         ,253599.86395843176
ask|2 8|TRANSFER o -> b 2|8|2|1681469254.3740509|                                                                               ,229628.27715996577
decided|2 8|24|1|2|1681469254.3786542|                                                                                          ,291777.6695652174
feedback|2 8|24|1|2|1681469254.3817353|                                                                                         ,47909.23719436016
