data, bandwidth
decided|3 3|13|1|3|1681472259.5059938|                                                                                          ,23162.952454914142
decided|3 3|13|1|3|1681472259.5059938|                                                                                          ,17514.465533552997
feedback|3 3|13|1|3|1681472259.511972|                                                                                          ,37394.36595389009
feedback|3 3|13|1|3|1681472259.511972|                                                                                          ,26046.52202600427
feedback|1 8|12|3|3|1681472259.5204585|                                                                                         ,325573.6276531231
feedback|1 8|12|3|3|1681472259.5204585|                                                                                         ,228845.23103154305
ask|1 8|TRANSFER e -> h 6|8|3|1681472259.520967|                                                                                ,32820.08265069079
feedback|1 8|14|2|3|1681472259.5226092|                                                                                         ,29168.255568836248
ask|1 8|TRANSFER e -> h 6|8|3|1681472259.520967|                                                                                ,12092.504268306417
feedback|1 8|14|2|3|1681472259.5226092|                                                                                         ,10294.94164797024
decided|1 8|14|2|3|1681472259.5372891|                                                                                          ,129179.71896053899
decided|1 8|14|2|3|1681472259.5372891|                                                                                          ,255045.56389548694
feedback|2 5|15|3|3|1681472259.5451274|                                                                                         ,396214.695202952
feedback|2 5|15|3|3|1681472259.5451274|                                                                                         ,175047.57482882295
ask|2 5|TRANSFER q -> r 7|5|3|1681472259.545609|                                                                                ,24670.108997334803
feedback|2 5|14|1|3|1681472259.5478597|                                                                                         ,25914.510402085245
ask|2 5|TRANSFER q -> r 7|5|3|1681472259.545609|                                                                                ,10297.113659902567
feedback|2 5|14|1|3|1681472259.5478597|                                                                                         ,10976.261694471705
decided|2 5|15|3|3|1681472259.560676|                                                                                           ,164432.13231240428
decided|2 5|15|3|3|1681472259.560676|                                                                                           ,339362.1441213654
feedback|2 6|16|3|3|1681472260.1220982|                                                                                         ,260743.52209810587
feedback|2 6|16|3|3|1681472260.1220982|                                                                                         ,286943.2987707108
ask|2 6|TRANSFER l -> e 35|6|3|1681472260.1225078|                                                                              ,33684.96122474589
ask|2 6|TRANSFER l -> e 35|6|3|1681472260.1225078|                                                                              ,32614.720369357878
feedback|2 6|16|1|3|1681472260.1259322|                                                                                         ,38433.02398167371
feedback|2 6|16|1|3|1681472260.1259322|                                                                                         ,31348.295690762585
decided|2 6|16|1|3|1681472260.1355386|                                                                                          ,175218.96605744126
decided|2 6|16|1|3|1681472260.1355386|                                                                                          ,384027.8340486409
feedback|1 9|17|3|3|1681472260.4869275|                                                                                         ,204990.80259641085
feedback|1 9|17|3|3|1681472260.4869275|                                                                                         ,287096.74438502674
ask|1 9|TRANSFER f -> o 14|9|3|1681472260.4874537|                                                                              ,36539.23038181447
ask|1 9|TRANSFER f -> o 14|9|3|1681472260.4874537|                                                                              ,28826.831615120274
feedback|1 9|15|2|3|1681472260.490884|                                                                                          ,47363.997529775035
feedback|1 9|15|2|3|1681472260.490884|                                                                                          ,29329.19486479104
decided|1 9|17|3|3|1681472260.4996138|                                                                                          ,258483.82859894077
decided|1 9|17|3|3|1681472260.4996138|                                                                                          ,322444.9921921922
ask|3 4|DEPOSIT f 4|4|3|1681472260.826537|                                                                                      ,220390.3579638752
ask|3 4|DEPOSIT f 4|4|3|1681472260.826537|                                                                                      ,235573.01974550242
feedback|3 4|18|2|3|1681472260.832876|                                                                                          ,250757.08173750583
feedback|3 4|18|2|3|1681472260.832876|                                                                                          ,367468.11225188227
decided|3 4|18|2|3|1681472260.8339064|                                                                                          ,43415.08264596474
decided|3 4|18|2|3|1681472260.8339064|                                                                                          ,32553.41450400194
feedback|3 4|17|1|3|1681472260.8379414|                                                                                         ,20253.16553493285
feedback|3 4|17|1|3|1681472260.8379414|                                                                                         ,23631.96196848314
ask|3 5|TRANSFER i -> x 25|5|3|1681472261.1787143|                                                                              ,231909.68120950324
ask|3 5|TRANSFER i -> x 25|5|3|1681472261.1787143|                                                                              ,254924.45963912632
feedback|3 5|19|2|3|1681472261.1840532|                                                                                         ,382932.17689015693
feedback|3 5|19|2|3|1681472261.1840532|                                                                                         ,250640.01493930907
decided|3 5|19|1|3|1681472261.1852593|                                                                                          ,40390.52904002408
decided|3 5|19|1|3|1681472261.1852593|                                                                                          ,29374.12660721125
feedback|3 5|19|1|3|1681472261.1891594|                                                                                         ,24223.747326625456
feedback|3 5|19|1|3|1681472261.1891594|                                                                                         ,25606.740055327675
ask|3 6|TRANSFER o -> v 1|6|3|1681472261.2058914|                                                                               ,213297.93881605085
ask|3 6|TRANSFER o -> v 1|6|3|1681472261.2058914|                                                                               ,243258.22927050295
feedback|3 6|20|2|3|1681472261.2114017|                                                                                         ,343487.4676903391
feedback|3 6|20|2|3|1681472261.2114017|                                                                                         ,205776.5090072825
decided|3 6|20|1|3|1681472261.212452|                                                                                           ,44881.3669954857
decided|3 6|20|1|3|1681472261.212452|                                                                                           ,62145.02974881352
feedback|3 6|20|1|3|1681472261.2162843|                                                                                         ,15227.356610034887
feedback|3 6|20|1|3|1681472261.2162843|                                                                                         ,16011.658574410976
ask|3 7|TRANSFER x -> s 9|7|3|1681472265.0283406|                                                                               ,222214.78145695364
ask|3 7|TRANSFER x -> s 9|7|3|1681472265.0283406|                                                                               ,249012.4823747681
feedback|3 7|21|2|3|1681472265.0337512|                                                                                         ,201603.79722117912
feedback|3 7|21|2|3|1681472265.0337512|                                                                                         ,331811.4412855377
decided|3 7|21|1|3|1681472265.0350983|                                                                                          ,72442.43853730941
decided|3 7|21|1|3|1681472265.0350983|                                                                                          ,39606.854444854296
feedback|3 7|21|1|3|1681472265.0389895|                                                                                         ,26151.829704320717
feedback|3 7|21|1|3|1681472265.0389895|                                                                                         ,23574.887454441665
